z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty,twoNeutronSeparationEnergy,twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy,twoProtonSeparationEnergyUncertainty,doubleBetaMinus,doubleBetaMinusUncertainty,doubleElectronCapture,doubleElectronCaptureUncertainty,electronCaptureOneProtonEmission,electronCaptureOneProtonEmissionUncertainty,betaMinusOneNeutronEmission,betaMinusOneNeutronEmissionUncertainty,betaMinusTwoNeutronEmission,betaMinusTwoNeutronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty,pairingGap,pairingGapUncertainty,firstExcitedStateEnergy,firstExcitedStateEnergyUncertainty,firstTwoPlusEnergy,firstTwoPlusEnergyUncertainty,firstThreeMinusEnergy,firstThreeMinusEnergyUncertainty,firstFourPlusEnergy,firstFourPlusEnergyUncertainty,firstFourPlusOverFirstTwoPlusEnergy,firstFourPlusOverFirstTwoPlusEnergyUncertainty,quadrupoleDeformation,quadrupoleDeformationUncertainty,BE4DBE2,BE4DBE2Uncertainty,thermalNeutronCapture,thermalNeutronFission,FY235U,FY235UUncertainty,FY239Pu,FY239PuUncertainty,FY252Cf,FY252CfUncertainty,FY238U,FY238UUncertainty,FY241U,FY241UUncertainty,cFY235U,cFY235UUncertainty,cFY239Pu,cFY239PuUncertainty,cFY252Cf,cFY252CfUncertainty,cFY238U,cFY238UUncertainty,cFY241U,cFY241UUncertainty,secondTwoPlusEnergy,secondTwoPlusEnergyUncertainty
9,16,25F,0,81,ms,10,(5/2+),β⁻,100.0,,11300.0,96.4,13300.0,100.0,-15900.0,191.0,-17000.0,191.0,,,,,-16300.0,165.0,2620.0,95.6,,,,,20600.0,96.4,-44600.0,512.0,-42800.0,412.0,9210.0,96.4,345.0,136.0,7330.0,3.85,-207.0,3.85,1770.0,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17,26F,0,8.6,ms,0.7,1+,β⁻,100.0,,18600.0,107.0,18100.0,108.0,-15900.0,196.0,-17000.0,196.0,,,,,-15500.0,233.0,1440.0,128.0,,,,,25500.0,107.0,,,-44500.0,514.0,12600.0,110.0,8480.0,151.0,7080.0,4.11,-307.0,4.11,440.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11,20F,0,11.0064,s,0.0081,2+,β⁻,100.0,,-17.4,0.03,7020.0,0.0297,-3810.0,0.885,-4830.0,0.885,,,,,-8120.0,2.3,-1340.0,1.15,,,,,-6860.0,1.1,-21700.0,78.8,-23100.0,16.4,-9840.0,0.162,-21400.0,0.0424,7720.0,0.0015,134.0,0.0015,750.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,23F,0,2.23,s,0.14,(5/2+),β⁻,100.0,,3280.0,33.3,8430.0,33.3,-11300.0,126.0,-12300.0,126.0,,,,,-14900.0,37.1,1880.0,25.0,,,,,12800.0,33.3,-33400.0,421.0,-35700.0,210.0,3230.0,33.3,-7120.0,47.1,7620.0,1.44,-28.5,1.44,1880.0,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,24F,0,384,ms,15,(3+),β⁻,100.0,,7540.0,97.6,13400.0,97.6,-10900.0,191.0,-11900.0,191.0,,,,,-16600.0,125.0,2840.0,79.6,,,,,15900.0,97.6,-39300.0,412.0,-36400.0,431.0,4620.0,97.6,-573.0,138.0,7460.0,4.06,-194.0,4.06,234.0,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,21F,0,4.158,s,0.02,5/2+,β⁻,100.0,,-47.6,1.8,5680.0,1.8,-8100.0,12.1,-9130.0,12.1,,,,,-10300.0,15.1,-696.0,7.63,,,,,2130.0,1.8,-25200.0,134.0,-29100.0,78.9,-1070.0,1.8,-17900.0,2.54,7730.0,0.0857,179.0,0.0857,1430.0,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,22F,0,4.23,s,0.04,4+,β⁻,100.0,,2790.0,12.3,10800.0,12.3,-6480.0,58.2,-7510.0,58.2,,,,,-12700.0,22.3,332.0,12.8,,,,,7970.0,12.3,-28900.0,208.0,-29700.0,134.0,453.0,12.3,-6300.0,17.5,7620.0,0.563,36.9,0.563,1170.0,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,29F,0,3.3,ms,0.4,,β⁻,100.0,,40100.0,525.0,21700.0,546.0,,,,,,,,,-18200.0,727.0,-268.0,501.0,,,,,37400.0,525.0,,,,,20700.0,540.0,16900.0,742.0,6440.0,18.1,-412.0,18.1,1020.0,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,23Ne,0,37.148,s,0.032,5/2+,β⁻,100.0,,-5150.0,0.104,4370.0,0.104,-8430.0,33.3,-9460.0,33.3,,,,,-10900.0,2.63,-472.0,1.32,,,,,319.0,0.109,-19700.0,121.0,-21700.0,56.9,-8040.0,0.167,-19100.0,0.147,7950.0,0.00449,135.0,0.00449,1830.0,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,24Ne,0,3.38,m,0.02,0+,β⁻,100.0,,-5950.0,0.513,2460.0,0.513,-13400.0,97.6,-14500.0,97.6,,,,,-12100.0,1.02,339.0,0.586,,,,,7980.0,0.512,-24400.0,164.0,-27800.0,121.0,-4490.0,0.512,-16900.0,0.725,7990.0,0.0214,96.6,0.0214,2350.0,14.5,,,,,,,,,,,0.417,0.0641,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,25Ne,0,602,ms,8,1/2+,β⁻,100.0,,-2030.0,29.0,7320.0,29.0,-13300.0,100.0,-14300.0,100.0,,,,,-12500.0,31.4,760.0,21.3,,,,,11100.0,29.0,-29300.0,167.0,-27800.0,167.0,-1680.0,29.0,-8640.0,41.0,7830.0,1.16,-3.08,1.16,699.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,26Ne,0,196,ms,2,0+,β⁻,100.0,,481.0,18.4,7340.0,18.7,-18100.0,108.0,-19200.0,108.0,,,,,-11200.0,59.8,-280.0,31.3,,,,,16600.0,18.4,-34100.0,165.0,-34100.0,166.0,1760.0,18.4,-7240.0,26.0,7750.0,0.708,-5.0,0.708,2020.0,49.4,,,,,,,,,,,0.393,0.0262,,,,,,,,,,,,,,,,,,,,,,,,,,
10,17,27Ne,0,30.9,ms,1.1,(3/2+),β⁻,100.0,,7050.0,90.7,12500.0,90.8,-18000.0,150.0,-19100.0,150.0,,,,,-9990.0,151.0,-1300.0,88.4,,,,,21600.0,90.7,-37600.0,508.0,-34800.0,188.0,5840.0,90.8,266.0,128.0,7520.0,3.36,-72.4,3.36,1160.0,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,28Ne,0,18.7,ms,0.2,0+,β⁻,100.0,,11200.0,126.0,12200.0,126.0,-22100.0,174.0,-23100.0,174.0,,,,,-9620.0,207.0,-2460.0,121.0,,,,,26300.0,126.0,-40700.0,710.0,-40600.0,516.0,8740.0,126.0,2010.0,178.0,7380.0,4.5,-82.2,4.5,1420.0,124.0,,,,,,,,,,,0.361,0.0318,,,,,,,,,,,,,,,,,,,,,,,,,,
10,19,29Ne,0,14,ms,0.5,(3/2-),β⁻,100.0,,18300.0,149.0,15700.0,149.0,-21700.0,546.0,-22700.0,546.0,,,,,-11300.0,222.0,-2250.0,134.0,,,,,29000.0,149.0,,,-40900.0,714.0,11300.0,149.0,7770.0,211.0,7160.0,5.15,-180.0,5.15,1100.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,30Ne,0,7.3,ms,0.3,0+,β⁻,100.0,,23200.0,253.0,14800.0,253.0,-25600.0,561.0,-26700.0,561.0,,,,,-13800.0,302.0,-1780.0,197.0,,,,,32100.0,253.0,,,,,12500.0,253.0,8120.0,358.0,7030.0,8.44,-219.0,8.44,1510.0,235.0,,,,,,,,,,,0.492,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,31Ne,0,3.4,ms,0.8,(3/2-),β⁻,100.0,,31100.0,266.0,18900.0,266.0,-25600.0,597.0,-26600.0,597.0,,,,,-15900.0,567.0,-1020.0,340.0,,,,,34300.0,266.0,,,,,14600.0,266.0,12300.0,376.0,6810.0,8.58,-323.0,8.58,1040.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22,32Ne,0,4.5,ms,0.7,0+,β⁻,100.0,,36900.0,503.0,18300.0,504.0,,,,,,,,,-17500.0,861.0,-769.0,606.0,,,,,37800.0,503.0,,,,,16600.0,503.0,12300.0,711.0,6670.0,16.0,-368.0,16.0,1670.0,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,21,32Na,0,13.2,ms,0.3,(3-;4-),β⁻,100.0,,18600.0,37.2,19400.0,37.4,-18300.0,504.0,-19300.0,504.0,,,,,-17100.0,125.0,1030.0,99.5,,,,,29700.0,37.9,,,-45400.0,536.0,13600.0,37.3,11300.0,52.6,7210.0,1.16,-200.0,1.16,627.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20,31Na,0,17,ms,0.2,3/2+,β⁻,100.0,,12200.0,13.9,15300.0,14.3,-18900.0,266.0,-19900.0,266.0,,,,,-15300.0,121.0,208.0,61.0,,,,,27100.0,14.1,-44500.0,535.0,-44000.0,500.0,13000.0,14.0,6710.0,19.7,7390.0,0.45,-94.7,0.45,1310.0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,23,34Na,0,5.5,ms,1.0,,β⁻,100.0,,31600.0,599.0,23300.0,599.0,-21100.0,789.0,-22100.0,789.0,,,,,-19700.0,781.0,1030.0,497.0,,,,,34600.0,599.0,,,,,18600.0,599.0,16300.0,847.0,6880.0,17.6,-312.0,17.6,882.0,583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,22,33Na,0,8.2,ms,0.2,3/2+,β⁻,100.0,,23700.0,449.0,18800.0,449.0,-22300.0,750.0,-23300.0,750.0,,,,,-18700.0,691.0,1190.0,422.0,,,,,32200.0,449.0,,,,,16500.0,449.0,10700.0,636.0,7080.0,13.6,-225.0,13.6,1380.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24,35Na,0,2.4,ms,0.4,,β⁻,100.0,,37800.0,670.0,22100.0,723.0,,,,,,,,,-21400.0,857.0,1330.0,564.0,,,,,38000.0,670.0,,,,,21400.0,670.0,16700.0,947.0,6740.0,19.0,-339.0,19.0,979.0,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14,25Na,0,58.9,s,0.6,5/2+,β⁻,100.0,,-9350.0,1.2,3830.0,1.2,-7320.0,29.0,-8340.0,29.0,,,,,-11700.0,2.16,230.0,1.24,,,,,-441.0,1.2,-20600.0,96.4,-24100.0,97.6,-3490.0,1.2,-20000.0,1.69,8100.0,0.048,126.0,0.048,1710.0,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13,24Na,0,14.9578,h,0.0011,4+,β⁻,100.0,,-8410.0,0.017,5510.0,0.021,-2460.0,0.513,-3480.0,0.513,,,,,-10800.0,0.034,-16.1,0.0307,,,,,-8360.0,0.228,-15900.0,97.6,-18900.0,33.3,-11000.0,0.0357,-24100.0,0.024,8060.0,0.0007,87.5,0.0007,1020.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,27Na,0,301,ms,5,5/2+,β⁻,100.0,,-5510.0,3.72,9060.0,3.72,-12500.0,90.8,-13500.0,90.8,,,,,-11200.0,33.5,-314.0,16.9,,,,,11600.0,3.72,-30600.0,120.0,-31400.0,107.0,2620.0,3.72,-8460.0,5.26,7950.0,0.138,72.4,0.138,1590.0,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,15,26Na,0,1.07128,s,0.00025,3+,β⁻,100.0,,-6860.0,3.5,9350.0,3.5,-7340.0,18.7,-8360.0,18.7,,,,,-12000.0,12.8,325.0,6.74,,,,,5340.0,3.5,-25500.0,107.0,-25400.0,96.5,-1730.0,3.5,-9060.0,4.95,8000.0,0.134,52.4,0.134,577.0,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,18,29Na,0,43.2,ms,0.4,3/2+,β⁻,100.0,,2670.0,7.33,13200.0,7.34,-15700.0,149.0,-16700.0,149.0,,,,,-11000.0,96.7,-1260.0,48.6,,,,,20800.0,7.34,-37400.0,525.0,-38000.0,120.0,9620.0,7.34,1120.0,10.3,7680.0,0.253,21.4,0.253,1060.0,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17,28Na,0,34.6,ms,1.0,1+,β⁻,100.0,,-988.0,10.2,14000.0,10.2,-12200.0,126.0,-13300.0,126.0,,,,,-10900.0,98.2,-789.0,49.4,,,,,15800.0,10.2,-34300.0,120.0,-33400.0,120.0,5520.0,10.2,-916.0,14.4,7790.0,0.365,-3.43,0.365,430.0,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,19,30Na,0,44.8,ms,1.2,2+,β⁻,100.0,,8470.0,4.72,17300.0,4.9,-14800.0,253.0,-15800.0,253.0,,,,,-12600.0,107.0,-636.0,53.6,,,,,24300.0,5.1,-40400.0,500.0,-38900.0,525.0,11000.0,4.73,7350.0,6.68,7500.0,0.157,-65.9,0.157,1010.0,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15,27Mg,0,9.435,m,0.027,1/2+,β⁻,100.0,,-14500.0,0.047,2610.0,0.0669,-9060.0,3.72,-10000.0,3.72,,,,,-11800.0,0.114,535.0,0.0656,,,,,-2200.0,0.117,-21600.0,90.7,-22300.0,18.4,-10400.0,0.0737,-21800.0,0.0664,8260.0,0.0018,74.4,0.0018,1030.0,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,29Mg,0,1.31,s,0.13,3/2+,β⁻,100.0,,-10600.0,0.345,7590.0,0.487,-13200.0,7.34,-14300.0,7.34,,,,,-11000.0,29.0,-662.0,14.5,,,,,11200.0,0.344,-29000.0,149.0,-29200.0,126.0,-1830.0,0.347,-9550.0,0.487,8110.0,0.0119,70.4,0.0119,1330.0,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16,28Mg,0,20.915,h,0.009,0+,β⁻,100.0,,-15000.0,0.261,1830.0,0.265,-14000.0,10.2,-15000.0,10.2,,,,,-11400.0,0.575,5.27,0.349,,,,,6470.0,0.26,-26300.0,126.0,-29300.0,90.7,-5890.0,0.265,-18900.0,0.369,8270.0,0.00929,89.8,0.00929,2420.0,0.253,,,,,,,,,,,0.484,0.0201,0.746,0.305,,,,,,,,,,,,,,,,,,,,,,,,
12,19,31Mg,0,270,ms,2,1/2+,β⁻,100.0,,-3120.0,3.07,11800.0,3.8,-15300.0,14.3,-16300.0,14.3,,,,,-12500.0,90.8,-548.0,48.8,,,,,19800.0,3.07,-34300.0,266.0,-33600.0,253.0,4670.0,3.63,-1050.0,4.34,7860.0,0.0992,41.2,0.0992,1730.0,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18,30Mg,0,314,ms,5,0+,β⁻,100.0,,-8880.0,1.29,6980.0,2.32,-17300.0,4.9,-18300.0,4.9,,,,,-11700.0,18.4,-873.0,9.26,,,,,15500.0,1.29,-32100.0,253.0,-34500.0,149.0,1250.0,1.34,-8170.0,1.83,8050.0,0.0432,78.8,0.0432,2010.0,1.79,,,,,,,,,,,0.407,0.0271,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20,32Mg,0,80.4,ms,0.4,0+,β⁻,100.0,,-828.0,3.26,10200.0,7.87,-19400.0,37.4,-20400.0,37.4,,,,,-14500.0,126.0,260.0,72.5,,,,,23200.0,3.27,-37800.0,503.0,-39200.0,266.0,6050.0,3.95,-1100.0,4.61,7800.0,0.101,7.84,0.101,1740.0,3.07,,,,,,,,,,,0.513,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,
12,22,34Mg,0,44.9,ms,0.4,0+,β⁻,100.0,,8320.0,6.89,11300.0,7.2,-23300.0,599.0,-24300.0,599.0,,,,,-17300.0,253.0,1230.0,137.0,,,,,28300.0,6.93,-44500.0,513.0,-45000.0,600.0,8740.0,9.81,3280.0,9.74,7550.0,0.202,-115.0,0.202,1970.0,134.0,,,,,,,,,,,0.548,0.0567,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,33Mg,0,90.2,ms,0.9,3/2-,β⁻,100.0,,4960.0,2.66,13400.0,7.47,-18800.0,449.0,-19800.0,449.0,,,,,-15800.0,149.0,951.0,93.9,,,,,25400.0,2.75,-41100.0,600.0,-39300.0,503.0,7990.0,7.65,3770.0,3.76,7630.0,0.0806,-72.7,0.0806,1210.0,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,24,36Mg,0,7.2,ms,1.2,0+,β⁻,100.0,,20300.0,690.0,14400.0,706.0,-25500.0,974.0,-26500.0,974.0,,,,,-19000.0,854.0,952.0,552.0,,,,,32800.0,693.0,,,,,12500.0,690.0,7230.0,976.0,7240.0,19.1,-218.0,19.1,1540.0,615.0,,,,,,,,,,,0.505,0.0595,,,,,,,,,,,,,,,,,,,,,,,,,,
12,23,35Mg,0,11.3,ms,0.6,(5/2-),β⁻,100.0,,15600.0,269.0,15800.0,269.0,-22100.0,723.0,-23200.0,723.0,,,,,-17900.0,378.0,1110.0,242.0,,,,,30000.0,272.0,,,-44400.0,579.0,10500.0,269.0,7990.0,381.0,7350.0,7.7,-182.0,7.7,1280.0,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26,38Mg,0,3.1,ms,0.5,0+,β⁻,100.0,,34000.0,503.0,17600.0,525.0,-27800.0,875.0,-28800.0,875.0,,,,,-21100.0,718.0,766.0,463.0,,,,,38200.0,514.0,,,,,16100.0,534.0,11900.0,711.0,6920.0,13.0,-325.0,13.0,1430.0,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,25,37Mg,0,6.4,ms,1.5,(3/2-),β⁻,100.0,,28200.0,698.0,18400.0,721.0,-24900.0,980.0,-25900.0,980.0,,,,,-20300.0,921.0,1450.0,597.0,,,,,34700.0,708.0,,,,,14100.0,714.0,12200.0,988.0,7050.0,18.8,-294.0,18.8,992.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,22,35Al,0,38.4,ms,0.3,(5/2+),β⁻,100.0,,-223.0,7.35,14100.0,36.6,-15800.0,269.0,-16800.0,269.0,,,,,-14800.0,15.7,-40.5,56.9,,,,,24600.0,7.59,-38000.0,670.0,-39100.0,599.0,11600.0,7.4,4140.0,10.4,7780.0,0.21,-9.22,0.21,1700.0,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,23,36Al,0,90,ms,40,,β⁻,100.0,,5950.0,149.0,18300.0,165.0,-14400.0,706.0,-15400.0,706.0,,,,,-15100.0,154.0,-699.0,115.0,,,,,26200.0,150.0,-39900.0,703.0,-39100.0,687.0,12200.0,153.0,9790.0,211.0,7620.0,4.15,-71.0,4.15,1150.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20,33Al,0,41.5,ms,0.1,5/2+,β⁻,100.0,,-8490.0,6.98,12000.0,7.02,-13400.0,7.47,-14400.0,7.47,,,,,-13600.0,10.1,339.0,19.9,,,,,17800.0,7.07,-32200.0,449.0,-34400.0,37.9,7500.0,6.99,-1690.0,9.87,8020.0,0.211,58.6,0.211,1440.0,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,21,34Al,0,53.73,ms,0.13,4-,β⁻,100.0,,-2990.0,2.1,16900.0,2.25,-11300.0,7.2,-12300.0,7.2,,,,,-13800.0,5.17,-75.8,36.3,,,,,21500.0,2.25,-34600.0,599.0,-34000.0,449.0,9440.0,2.21,4930.0,2.97,7860.0,0.0619,13.5,0.0619,1360.0,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,26,39Al,0,7.23,ms,0.3,,β⁻,100.0,,21400.0,300.0,19100.0,329.0,-21200.0,594.0,-22300.0,594.0,,,,,-18700.0,734.0,-53.5,423.0,,,,,34200.0,320.0,-48400.0,801.0,-47700.0,776.0,17500.0,318.0,11900.0,424.0,7260.0,8.0,-200.0,8.0,1170.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,40Al,0,5.7,ms,0.4,,β⁻,100.0,,28800.0,300.0,23100.0,324.0,-20700.0,583.0,-21700.0,583.0,,,,,-19500.0,750.0,-314.0,450.0,,,,,36900.0,311.0,,,-48400.0,801.0,18400.0,329.0,16800.0,424.0,7090.0,7.0,-277.0,7.0,780.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,24,37Al,0,11.4,ms,0.3,(5/2+),β⁻,100.0,,9800.0,180.0,16300.0,213.0,-18400.0,721.0,-19400.0,721.0,,,,,-16300.0,484.0,-409.0,265.0,,,,,28800.0,184.0,-43300.0,710.0,-43300.0,710.0,14100.0,194.0,8050.0,254.0,7530.0,4.87,-99.5,4.87,1400.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,25,38Al,0,9,ms,0.7,(0-),β⁻,100.0,,16400.0,150.0,20600.0,183.0,-17600.0,525.0,-18600.0,525.0,,,,,-17600.0,618.0,-84.0,321.0,,,,,31000.0,167.0,-45400.0,731.0,-43900.0,703.0,14900.0,188.0,12700.0,212.0,7370.0,4.0,-174.0,4.0,839.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,28,41Al,0,3.5,ms,0.9,,β⁻,100.0,,34500.0,400.0,21300.0,500.0,-23500.0,640.0,-24500.0,640.0,,,,,-20900.0,795.0,-43.0,510.0,,,,,39500.0,417.0,,,,,20800.0,418.0,16100.0,565.0,6980.0,10.0,-306.0,10.0,831.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,15,28Al,0,2.2483,m,0.0009,3+,β⁻,100.0,,-16800.0,0.049,4640.0,0.0486,-1830.0,0.265,-2850.0,0.265,,,,,-10800.0,0.0513,489.0,0.0406,,,,,-9700.0,1.14,-15800.0,10.2,-18600.0,3.72,-12500.0,0.097,-25800.0,0.0693,8300.0,0.0018,34.6,0.0018,851.0,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,29Al,0,6.56,m,0.06,5/2+,β⁻,100.0,,-18200.0,0.345,3680.0,0.344,-7590.0,0.487,-8610.0,0.487,,,,,-11200.0,1.24,360.0,0.846,,,,,-1250.0,0.497,-20800.0,7.34,-24500.0,10.2,-4780.0,0.344,-21900.0,0.487,8340.0,0.0119,78.8,0.0119,1850.0,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,19,32Al,0,31.7,ms,0.3,1+,β⁻,100.0,,-11000.0,7.17,12900.0,7.17,-10200.0,7.87,-11200.0,7.87,,,,,-12500.0,12.5,479.0,9.74,,,,,13200.0,7.17,-29700.0,37.9,-30600.0,15.7,3770.0,7.17,-2800.0,10.1,8100.0,0.224,37.2,0.224,624.0,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,17,30Al,0,3.61,s,0.04,3+,β⁻,100.0,,-15800.0,1.93,8560.0,1.93,-6980.0,2.32,-8000.0,2.32,,,,,-11400.0,4.0,159.0,2.25,,,,,4330.0,1.93,-24300.0,5.1,-25800.0,7.58,-2040.0,1.93,-10500.0,2.73,8260.0,0.0645,49.6,0.0645,715.0,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,18,31Al,0,0.644,s,0.025,5/2(+),β⁻,100.0,,-14900.0,2.23,7990.0,2.23,-11800.0,3.8,-12800.0,3.8,,,,,-11800.0,4.34,-237.0,2.61,,,,,9480.0,2.23,-27100.0,14.1,-30700.0,5.22,1410.0,2.23,-9190.0,3.16,8220.0,0.0721,83.4,0.0721,1460.0,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17,31Si,0,157.24,m,0.16,3/2+,β⁻,100.0,,-22900.0,0.0429,1490.0,0.0434,-7990.0,2.23,-9020.0,2.23,,,,,-10700.0,0.0641,1230.0,0.0436,,,,,-3900.0,0.233,-19800.0,3.07,-21300.0,1.29,-10800.0,0.0721,-22100.0,0.0608,8450.0,0.0014,41.2,0.0014,1300.0,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,18,32Si,0,163.3,y,6.2,0+,β⁻,100.0,,-24000.0,0.298,227.0,0.3,-12900.0,7.17,-14000.0,7.17,,,,,-11400.0,0.396,1230.0,0.265,,,,,1930.0,0.298,-23200.0,3.27,-28200.0,3.08,-7700.0,0.298,-20000.0,0.421,8480.0,0.00929,57.0,0.00929,2340.0,0.408,,,,,,,,,,,0.236,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19,33Si,0,6.17,s,0.17,3/2+,β⁻,100.0,,-20500.0,0.699,5820.0,1.29,-12000.0,7.02,-13000.0,7.02,,,,,-12300.0,0.778,1750.0,0.532,,,,,6070.0,0.698,-25400.0,2.75,-26900.0,3.33,-4280.0,0.699,-12200.0,0.988,8360.0,0.0212,49.7,0.0212,1520.0,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,23,37Si,0,141,ms,5,(5/2-),β⁻,100.0,,-6570.0,113.0,12400.0,119.0,-16300.0,213.0,-17400.0,213.0,,,,,-13900.0,113.0,-451.0,80.5,,,,,20300.0,113.0,-34700.0,708.0,-34200.0,699.0,5600.0,114.0,2140.0,160.0,7950.0,3.07,2.81,3.07,1730.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,24,38Si,0,63,ms,8,0+,β⁻,100.0,,-4170.0,104.0,10400.0,127.0,-20600.0,183.0,-21600.0,183.0,,,,,-14900.0,105.0,-486.0,74.1,,,,,22600.0,105.0,-38200.0,514.0,-39600.0,706.0,6750.0,111.0,-61.8,148.0,7890.0,2.75,-34.1,2.75,2040.0,115.0,,,,,,,,,,,0.241,0.0472,,,,,,,,,,,,,,,,,,,,,,,,,,
14,21,35Si,0,0.78,s,0.12,7/2-,β⁻,100.0,,-14300.0,35.8,10400.0,35.9,-14100.0,36.6,-15100.0,36.6,,,,,-13600.0,35.9,1240.0,35.6,,,,,14400.0,35.8,-30000.0,272.0,-30000.0,36.5,2080.0,35.8,-4190.0,50.7,8160.0,1.02,48.3,1.02,1820.0,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
